Respondent,Genre1,Genre2,Genre3,Genre4,XVar1,XVar2,XVar3,XVar4,XVar5,XVar6,XVar7,XVar8,XVar9,XVar10,XVar11,XVar12,XVar13,XVar14,XVar15,XVar16,XVar17,XVar18,XVar19,XVar20,XVar21,XVar22,XVar23
24856.1,0,0,0.3867724,1,0.2894737,0.0526316,0.3333333,0,0,0.5,1,0.1115573,1,0.3789489,0,0,1,0,0,1,0,0,0,0,1,0,0
110302.2,0,0,0,0,0.5,0.4210526,0.6666667,0.8,1,1,1,0.6309683,0.1435956,0.3789489,0.1435956,0,1,1,0,0,0,0,1,0,0,0,0
80565.2,0,0,0,0,0.2368421,0.6315789,0.3333333,0.5,1,0,0,0.2231147,0.1435956,0.3789489,0.1435956,0,1,0,1,1,0,0,1,0,0,1,1
66888.2,0,0,0.1933862,1,0.0789474,0.1052632,0.5333333,0.3,0,0,0,0.519411,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1
83802.2,0,0,0,0,0.2105263,0.4210526,0.3333333,0,1,0,0,0,0.3789489,0.3789489,0.3789489,0,1,0,1,0,0,0,0,1,0,1,0
11417.2,0,0,0,0,0.4210526,0.2105263,0.3333333,0,0,0,1,0,0.6685813,0.1435956,0,0,1,0,0,1,0,0,0,0,1,1,1
23039.2,0,1,0,0,0.5263158,0.5263158,0.6666667,0.3,0,0,1,0.8884427,0.3789489,0.1435956,1,0,1,0,1,1,0,0,0,0,0,0,0
100380.2,0,0.1933862,0.1933862,0,0.4473684,0.4210526,0.7333333,0,1,0.5,0,0.1115573,0.6685813,1,0,1,1,0,0,1,0,0,1,0,0,0,0
65605.2,0,0.669503,0,1,0.2631579,0.4736842,0.3333333,0,1,0,0,0,0.3789489,0.3789489,0.1435956,0,1,0,0,0,0,1,1,0,0,0,0
7264.2,0,0.1933862,0.669503,1,0.1842105,0.368421,0.5333333,0,1,0,1,0,0.3789489,1,0,0,1,0,0,1,0,0,0,1,0,1,1
50781.2,0,0.1933862,1,1,0.4210526,0.2105263,0.3333333,0,1,0,0,0,0.3789489,0,1,0,1,0,0,0,1,0,0,1,0,0,0
4465.4,0,0,0,0,0.4473684,0.7368421,0.8,0,0,1,0,0.1115573,0.3789489,0.6685813,0.1435956,1,1,0,1,0,0,0,1,0,0,1,0
99260.2,0,0.1933862,0.1933862,1,0.8157895,0.4210526,0.6666667,0,1,0.5,0,0.1115573,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0
105720.2,0.1933862,0.1933862,0.1933862,1,0.3947368,0.6842105,0.7333333,0,1,0,1,0.2231147,0.3789489,0,0,0,1,0,1,1,0,0,0,1,0,0,1
21647.2,0,0,0,1,0.2368421,0.5789474,0.6666667,0,0,0,0,0,1,0.3789489,0,0,1,0,0,1,0,0,0,1,0,1,0
72608.2,0.1933862,1,0.1933862,1,0.368421,0.4210526,0.3333333,0,1,0,0,0.1115573,0.6685813,0.1435956,0.3789489,1,1,0,0,0,1,0,0,1,0,1,0
40623.2,1,0,0.1933862,0,0.5,0.5789474,0.7333333,0.5,1,0,0,0.4059572,0.1435956,0.1435956,0.3789489,0,1,0,0,1,0,0,0,1,0,0,0
39997.2,0,0,0.1933862,1,0.2894737,0,0.5333333,0,0,0,1,0.1115573,0.3789489,0,0.1435956,0,1,0,1,0,0,0,0,0,1,1,1
136935.2,0.669503,0.1933862,0,0,0.6842105,0.5263158,0.7333333,0.3,0,0,0,0.8884427,0,0.1435956,0,1,1,0,1,0,0,0,0,0,0,0,0
63638.2,0.1933862,0.1933862,0,0,0.3421053,0.6315789,0.7333333,1,0,0,1,0.7425257,0.1435956,0.1435956,0.1435956,1,1,0,1,0,0,0,1,0,0,1,1
21757.2,0,0,0,1,0.2105263,0.0526316,0.7333333,0,1,0,1,0.2943998,0.6685813,1,0.1435956,0,1,0,0,1,0,0,0,0,1,1,1
2827.2,0,0.1933862,0,0,0.2631579,0.368421,0.3333333,0,0,0,0,0,1,0.3789489,0,0,1,0,0,0,1,0,1,0,0,0,0
117078.2,0,0,0,1,0.1842105,0.6315789,0.3333333,0.2,0,0,1,0.5175145,0.1435956,0.6685813,1,1,1,0,0,1,0,0,1,0,0,0,0
54609.2,0,1,0,1,0.4473684,0.2631579,0.3333333,0,0,0,1,0.1115573,0.6685813,0.1435956,0.1435956,1,1,0,1,0,0,0,0,1,0,1,1
23146.2,0,0.1933862,0,0,0.1578947,0.2105263,0.6666667,0.5,0,0,0,0.2231147,1,0.6685813,0.1435956,1,1,0,0,0,1,0,1,0,0,0,0
103641.2,0,0,0,0,0.3157895,0.2631579,0.8,0,0,1,0,0,0,1,0.3789489,1,1,0,1,1,0,0,1,0,0,1,0
52922.2,0,0.1933862,0,1,0.1315789,0.1578947,0.7333333,0.5,0,0,0,0.4059572,0.6685813,0.1435956,0.6685813,0,1,0,0,1,0,0,1,0,0,0,0
153.2,0,0,0.1933862,1,0.3421053,0,0.3333333,0.5,0,0,0,0.2943998,1,0.3789489,0,0,1,0,0,0,0,1,0,0,1,0,0
72901.2,0.1933862,0.1933862,0,0,0.1052632,0,0.5333333,0,0,0,0,0.1115573,0.3789489,0,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
122559.2,0,0,0.1933862,0,0.5,0.3157895,0.6666667,0,0,0.5,1,0.4059572,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1
91881.2,0,0.3867724,0,0,0.2368421,0.1578947,0.3333333,0,0,0.5,0,0.2943998,0.6685813,0.1435956,0.1435956,1,1,0,0,0,0,1,1,0,0,0,0
70162.2,0,0.1933862,0,0,0.4736842,0.7368421,0.2,0,0,0,0,0.2943998,0,0.3789489,0.3789489,1,1,0,0,0,0,1,0,0,0,0,0
90027.2,0,0.669503,0.1933862,1,0.2368421,0.6842105,0.5333333,0,0,0,0,0,0.3789489,0.6685813,0.1435956,0,1,0,0,0,0,1,1,0,0,0,0
40580.2,0,1,0,0,0.3157895,0.5789474,0.5333333,0.8,0,0,1,0.519411,0.1435956,0.3789489,0.3789489,0,1,0,0,1,0,0,0,0,0,0,0
57170.2,0,0.3867724,0,1,0.6052631,0.8947368,0.7333333,0.8,1,0.5,0,0.6309683,0.3789489,0,0,1,1,0,0,1,0,0,1,0,0,1,1
58667.2,0,0,0,0,0.3421053,0.4736842,0.6666667,0,0,0,0,0.2943998,0.1435956,0.3789489,0.6685813,0,1,0,0,0,1,0,1,0,0,1,0
13161.2,0,0,0.669503,0,0.3421053,0.2105263,0.5333333,0,0,0.5,1,0.1115573,1,0.3789489,0,0,1,0,0,0,1,0,0,0,1,1,0
90855.2,0,0.1933862,1,1,0.2105263,0.5263158,0.5333333,0,1,0.5,0,0.1115573,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0
42846.2,0,0,0,0,0.3157895,0.1052632,0,0,1,0,0,0,1,0.3789489,0.1435956,1,1,0,0,0,1,0,0,1,0,0,0
50149.2,0,0.669503,0,1,0.4736842,0.5789474,0.6666667,0.3,0,0,1,0.7768853,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
20810.2,0,0,0,0,0.1578947,0.4210526,0.3333333,0,0,0,1,0.1115573,0.6685813,0.3789489,0.6685813,0,1,0,0,0,1,0,0,0,1,0,1
121072.2,0,0.1933862,0,0,0.2368421,0.4736842,1,0,0,0,1,0.2943998,0.6685813,0.1435956,0.1435956,1,1,0,1,0,0,0,1,0,0,0,0
61220.2,0,0.1933862,0,0,0.1578947,0.6315789,0.5333333,0,0,0,1,0.4059572,0.1435956,0,0.3789489,0,1,0,0,1,0,0,1,0,0,0,1
112482.2,0,0,0,0,0.2894737,0,0.3333333,0.3,1,0,1,0.519411,0.3789489,0.3789489,1,1,1,0,0,0,1,0,0,1,0,0,0
106400.2,0,0,0.3867724,0,0.5263158,0.5789474,0.7333333,0.5,1,0,1,0.4059572,0.1435956,0,0.3789489,1,1,0,1,0,0,0,0,1,0,1,1
79224.2,0,0.1933862,0,0,0.2894737,0.368421,0.7333333,0,0,0,0,0.1115573,0.6685813,0.3789489,0.3789489,1,1,0,0,0,0,1,0,1,0,0,0
103401.2,0,0,0,0,0.368421,0.4736842,0.6666667,0,0,1,0,0.2943998,0.1435956,0.3789489,0.6685813,1,1,0,0,1,0,0,1,0,0,1,0
111755.2,0,0.1933862,0,0,0.4473684,0.368421,0.6666667,0.5,1,0,1,0.1115573,0.3789489,0.3789489,0.1435956,1,1,1,0,0,0,0,1,0,0,0,0
105073.2,0,0,0,0,0.4473684,0.6315789,0.5333333,0,0,0,0,0.1115573,0.1435956,0.1435956,0.6685813,1,1,0,0,1,0,0,1,0,0,1,0
34962.1,0,1,0,0,0.368421,0.6315789,0.6666667,0,1,0,0,0.2943998,0.3789489,0.3789489,0.3789489,1,1,0,0,1,0,0,1,0,0,0,0
65136.2,0.1933862,1,0,0,0.7894737,0.2631579,0.6666667,0.3,0,0.5,0,0.7768853,0,0.1435956,1,1,1,0,0,0,0,1,1,0,0,0,0
4217.2,0,0,0,0,0.2105263,0.5789474,0.3333333,0,0,0,1,0.1115573,0.3789489,0.1435956,0.3789489,0,1,0,0,0,0,1,0,0,1,0,0
110724.2,1,0.3867724,0,1,0.4473684,0.6315789,0.6666667,0.7,1,1,0,0.1115573,0.1435956,0,1,1,1,0,0,1,0,0,1,0,0,1,1
42640.2,0,1,0,0,0.5526316,0.1052632,0.6666667,0.7,1,0,0,0.4059572,0.1435956,0.1435956,0.3789489,0,1,0,0,1,0,0,0,1,0,1,0
6209.3,0,0,0,1,0.4210526,0.2105263,0.2,0,1,0,0,0,1,1,0.3789489,0,1,0,0,0,1,0,0,1,0,1,0
85477.2,0,0,0.1933862,1,0.5526316,0,0.6666667,0.5,1,0.5,0,0.2943998,0.3789489,0.1435956,0.3789489,1,1,0,0,1,0,0,0,0,1,0,1
65156.2,0,0,0,1,0.1842105,0.5263158,0.2,0,1,0,0,0.4059572,0.3789489,0,1,0,1,0,0,1,0,0,0,1,0,0,1
103499.2,0,0,0,0,0.3421053,0.368421,0.3333333,0.5,0,0.5,0,0.1115573,0.1435956,0.6685813,0.3789489,1,1,0,0,1,0,0,0,1,0,1,0
7150.2,0,0,0.1933862,0,0.5,0.2631579,0.2,0,1,0.5,1,0,0.3789489,0,0,0,1,0,0,1,0,0,0,1,0,1,1
128940.2,0,0.1933862,0,0,0.7105263,0.5263158,1,0,0,0,0,0.1115573,0.3789489,0.1435956,0.6685813,1,1,0,0,0,1,0,1,0,0,0,1
100044.2,0,1,0,1,0.3947368,0.8421052,0.6666667,0.3,0,0,0,0.6309683,0.1435956,0,0.6685813,1,1,0,0,0,0,1,0,0,0,0,0
29221.2,0.1933862,0,1,1,0.4210526,0.4736842,0.6666667,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0
75602.2,0,0.1933862,0,0,0.4210526,0.5789474,0.5333333,0,0,0,0,0,0.3789489,0,1,0,1,0,0,1,0,0,1,0,0,1,1
69403.2,0,0.1933862,0,1,0.2631579,0.3157895,0.3333333,0,0,0,0,0,1,0.3789489,0.3789489,0,1,0,0,0,1,0,1,0,0,0,0
22264.2,0,0.1933862,0,0,0.1315789,0.2105263,0.3333333,0,0,0,1,0.2943998,0.3789489,0.3789489,0.1435956,1,1,0,0,0,0,1,0,0,0,0,0
60946.2,0,1,0,0,0.4736842,0.6315789,0.8666667,0,0,0,0,0.1115573,0.3789489,0.1435956,0.3789489,0,1,0,1,0,0,0,1,0,0,0,1
94354.2,0.1933862,1,0,1,0.5,0.5789474,0.6666667,0.5,1,0,0,0.2231147,0.3789489,0,0.6685813,1,1,0,1,0,0,0,1,0,0,0,0
107099.2,0,1,0.1933862,1,0.4736842,0.1052632,0.6666667,0.5,0,0,0,0.2943998,0.3789489,1,0,1,1,0,0,1,0,0,1,0,0,1,1
111478.2,0,0.3867724,0,1,0.1315789,0.1052632,0.5333333,0.5,1,0,0,0.1115573,0.1435956,1,0.3789489,1,1,0,0,0,0,1,0,1,0,0,0
70785.2,0,0,0,0,0.6315789,0.2631579,0.4666667,0,0,0.5,0,0,0.3789489,0.1435956,0.1435956,0,1,0,0,1,0,0,1,0,0,0,1
85435.2,0,0,0,1,0.3947368,0.6315789,0.8,0.3,0,1,0,0.8884427,0.1435956,0,1,1,1,0,0,1,0,0,1,0,0,1,1
51470.2,0,0.1933862,0.1933862,0,0.4736842,0.7368421,0.5333333,0.5,0,0,0,0.1115573,0.3789489,0,1,1,1,0,1,0,0,0,1,0,0,1,1
98273.2,0.669503,0.1933862,0,0,0.2894737,0.6315789,0.3333333,0.2,1,0,0,0.5175145,0.1435956,1,0,1,1,0,0,0,1,0,1,0,0,0,0
93935.2,0,0.1933862,0,0,0.4736842,0,0.5333333,0,0,0,0,0.2231147,1,0.3789489,0.3789489,1,1,0,0,0,0,1,1,0,0,0,0
77774.2,0,0,0.1933862,1,0.368421,0.4736842,0,0,0,1,0,0.1115573,0.3789489,0.1435956,0.1435956,1,1,0,1,1,0,0,0,0,1,1,1
13518.2,0,0,0,0,0.2368421,0.4736842,0.7333333,0,0,0,0,0.1115573,0.3789489,0.1435956,1,1,1,0,0,1,0,0,0,0,0,0,0
54184.2,0,0.1933862,0,0,0.4473684,0.7894737,0.6666667,1,0,0.5,1,0.7425257,0.3789489,0.1435956,0.6685813,0,1,0,0,0,1,0,1,0,0,1,0
3965.5,0.1933862,0.3867724,0.1933862,1,0.1842105,0.4736842,0,0.3,0,0,1,0.519411,0.3789489,1,0,1,1,0,0,1,0,0,0,1,0,0,1
70717.2,0.669503,0.1933862,0,0,0.4210526,0.6315789,0.3333333,0.7,1,0,0,0.4059572,0.6685813,0.1435956,0.1435956,0,1,0,0,1,0,0,1,0,0,0,0
121013.2,0,0,0,0,0.368421,0.6315789,0.6666667,0,1,0,0,0.2943998,0.1435956,0.3789489,0.6685813,1,1,0,0,1,0,0,0,0,0,0,0
120748.2,0,0.1933862,0.1933862,1,0.2631579,0.368421,0,0.8,1,0,0,0.6309683,0.1435956,0.1435956,1,1,1,0,0,0,1,0,1,0,0,0,0
67194.2,0,0.669503,0.1933862,1,0.7368421,0.7368421,0.6666667,0.7,1,0,0,0.4059572,0.6685813,0.3789489,0.1435956,0,1,0,1,1,0,0,1,0,0,1,1
100079.2,0,0,0.1933862,1,0.1052632,0.6842105,0.7333333,0,0,0,1,0.2231147,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0
1490.2,1,0.3867724,0,0,0.1315789,0.2105263,0.3333333,0.5,0,0,0,0.2231147,0.3789489,0.3789489,0.6685813,1,1,0,0,0,1,0,1,0,0,0,0
42830.2,0.1933862,0.1933862,0,1,0.1578947,0.5263158,0.5333333,0.7,1,0,0,0.4059572,0.3789489,0.3789489,0.6685813,0,1,0,0,0,0,1,1,0,0,0,0
1415.2,0,0,0,0,0.368421,0.5263158,0,0.2,0,0,0,0.4059572,0.1435956,0.1435956,0.6685813,0,1,0,0,0,1,0,1,0,0,0,0
9950.1,0,1,0.1933862,1,0.3421053,0.2105263,0.3333333,0.7,1,0,0,0.5175145,0.3789489,0,1,1,1,0,0,0,1,0,0,0,1,0,0
7801.2,0,0.1933862,1,1,0.2105263,0,0,0,0,0,0,0.2943998,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0
9869.2,0,0,0,0,0.3157895,0.3157895,0.6666667,0,0,0,1,0,0.3789489,0.3789489,0.3789489,0,1,0,0,1,0,0,0,0,1,1,0
71568.2,0,0,0.1933862,1,0.4736842,0.3157895,0.3333333,0.5,0,0,0,0.6309683,1,1,0.1435956,1,1,0,1,1,0,0,0,0,1,1,0
90514.2,0.3867724,1,0.1933862,1,0.5,0.4736842,0.5333333,0,0,0,1,0.2943998,0.1435956,0.3789489,0.6685813,0,1,0,0,0,0,1,1,0,0,0,0
48017.2,0,0,0,1,0.3421053,0.0526316,0.6666667,1,1,0,0,1,0,0.3789489,0.1435956,1,1,0,0,0,1,0,0,1,0,1,0
75318.2,0.669503,0.1933862,0,0,0.7105263,0.6315789,0.6666667,0,0,0.5,0,0.2943998,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
83729.2,0,1,0,1,0.0789474,0.0526316,0.5333333,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0
28020.1,0,0.1933862,0,0,0.6052631,0.3157895,0.6666667,0.5,0,0,0,0.2943998,0,0.1435956,0.3789489,1,1,0,0,0,0,1,1,0,0,0,0
100655.2,0,0.1933862,0,0,0.4210526,0.6315789,0.6666667,0.5,0,0.5,0,0.2943998,0.3789489,0.6685813,0.6685813,1,1,0,0,1,0,0,1,0,0,1,1
106213.2,0,0.1933862,0.1933862,0,0.4736842,0.5789474,0.5333333,0,1,0,0,0.1115573,0,0.1435956,1,1,1,0,0,0,1,0,0,0,0,0,0
62225.2,0,0,0,1,0.3947368,0.3157895,0.3333333,0,0,0,1,0.1115573,0.6685813,0.3789489,0,0,1,0,0,1,0,0,0,1,0,1,0
63312.2,0,0.1933862,0.669503,1,0.1842105,0.4736842,0.7333333,0,0,0,1,0.1115573,0.3789489,0.3789489,0.6685813,0,1,0,0,0,0,1,1,0,0,0,0
78158.2,0,0,0.1933862,1,0.1842105,0.4210526,0,0,0,0,0,0.2943998,0.1435956,0,0.3789489,0,1,0,0,0,0,1,1,0,0,0,0
458.2,0,0.1933862,0,0,0.4473684,0.1052632,0.6,0.3,0,0,0,0.7768853,0.1435956,0.1435956,0,1,1,0,0,0,0,1,1,0,0,0,0
53797.2,0,1,0.1933862,0,0.1578947,0.368421,0.8666667,0.7,1,0,0,0.2231147,0,0,0.6685813,0,1,0,1,0,0,0,1,0,0,0,1
51523.1,0,0,0.3867724,0,0.8157895,0.7894737,0.8666667,0.2,1,1,0,0.4059572,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
99608.2,0,1,0.3867724,1,0.2105263,0.5263158,0.7333333,0.5,0,0,0,0.2943998,0.1435956,0.3789489,0.6685813,0,1,0,0,1,0,0,0,1,0,0,1
96435.2,0,0.1933862,0,0,0.4210526,0.7368421,0,0,0,0,0,0.1115573,1,0.1435956,0.6685813,1,1,0,0,0,1,0,1,0,0,0,0
8462.2,0,0,0.1933862,1,0.2894737,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
17100.2,0,0,0,1,0.0263158,0.1578947,0.3333333,0.5,0,0,0,0.1115573,1,0.3789489,0,0,1,0,1,0,0,0,0,0,1,1,0
98652.2,0,0,0,0,0.2105263,0.1052632,0.6666667,0.3,0,0,1,0.7768853,0,0.3789489,1,1,1,0,0,0,1,0,1,0,0,1,0
62080.2,0,0.1933862,0,0,0.2105263,0.1052632,0.5333333,0,0,0,0,0,1,0.3789489,0.1435956,0,1,0,0,0,0,1,1,0,0,0,1
114415.2,0,0,0.1933862,1,0.2894737,0.3157895,0.7333333,0.2,0,0,0,0.4059572,0.1435956,0.3789489,0.3789489,1,1,0,1,1,0,0,0,0,0,0,0
16996.2,0,0,0.1933862,0,0.3421053,0.6315789,0.6666667,0.3,0,0,0,0.6309683,0,0.3789489,0.6685813,0,1,0,1,1,0,0,1,0,0,1,0
142757.2,0.1933862,0,1,0,0.3421053,0.368421,0.7333333,0.8,0,0.5,0,0.6309683,0.1435956,0.1435956,0.3789489,1,1,0,1,0,0,0,0,0,0,0,0
102449.2,0.669503,1,0.3867724,0,0.368421,0.7368421,0.5333333,0.5,1,0,0,0.1115573,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0
62711.2,0,0.1933862,0.1933862,1,0.1842105,0.6842105,0.3333333,0,0,0,0,0.1115573,0.6685813,0.3789489,0.1435956,0,1,0,0,1,0,0,0,1,0,1,1
62803.2,0,1,0.1933862,1,0.4473684,0.6842105,0.7333333,0.5,1,0.5,0,0.1115573,0.6685813,0,0.1435956,0,1,0,1,1,0,0,0,1,0,0,0
128130.2,0,0.1933862,0,0,0.4210526,0.4736842,0.8,0.3,0,0,0,0.519411,0.3789489,0.3789489,0.3789489,1,1,0,0,1,0,0,1,0,0,1,0
360.6,0,0,0.1933862,0,0.0789474,0.1578947,0,0,0,0,0,0.2943998,0.1435956,0.1435956,0.3789489,1,1,0,0,0,0,1,0,1,0,0,0
102060.2,0,0.1933862,0,0,0.5,0.3157895,0.7333333,0,0,0,0,0,0.3789489,0,1,0,1,0,0,0,0,1,0,1,0,0,0
64987.2,0.1933862,0.3867724,0.669503,0,0.5526316,0.2631579,0.6666667,0,0,1,0,0.2943998,0.6685813,0.6685813,0.1435956,0,1,0,0,0,1,0,1,0,0,1,1
